,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18
JMSU-1,-0.35761672,-0.70761794,0.30715752,-0.992748,-0.49218643,-0.4955906,0.7624197,0.2688779,-0.35176554,-0.41394255,0.096531,0.17479844,-0.47715384,-0.30835995,-0.31879377,-0.03695518,-0.12317038,-0.14161678,0.43478703
JHH-5,-0.13332528,0.5762777,0.101327755,1.4340849,0.1205861,-0.020243555,-0.008015901,-0.004652798,0.3570894,0.31758568,-1.0388343,-0.61757183,0.0007581655,-0.33729345,-1.040886,0.41593558,-0.026721466,0.5362391,-0.2243892
EFM-192A,0.4651038,1.1756818,0.039182443,1.5558109,0.1404889,0.40949553,-1.2889796,-1.06573,-0.66458106,1.4827052,-1.1734582,-1.4255519,0.7453699,-0.39727312,-0.19522946,-0.20162523,0.9389773,0.61546326,0.06603071
KMRC-20,0.049685672,-0.7400439,-0.26951897,-0.5164945,0.1577687,-0.74825597,0.66334283,-0.04197733,-0.1254755,0.71597385,-0.13144715,-0.8415394,-1.0199385,0.37180808,-0.25577003,-0.5217838,0.44484448,0.8125566,0.24293756
JHH-4,0.05331965,-0.60415035,-0.24296719,-0.69653666,-0.04367157,-0.31918502,0.8764836,0.3126856,-0.12717874,0.008198068,-0.04446192,-0.44435048,-0.6834258,0.19549131,-0.36114058,0.015443504,-0.25638285,0.16251667,-0.030527093
AML-193,-0.5182527,1.2155032,0.7901146,-0.27643225,0.41310596,3.2982054,0.7753922,1.4456255,-2.0430722,-4.30813,-0.66805995,2.4571233,1.58883,-1.0853281,-0.5576779,3.7974381,-1.7588266,-0.78233755,-0.54091555
HuP-T3,-0.2574536,0.028904244,-0.23768471,0.047348917,0.28363582,0.626709,0.12746853,0.005682908,-0.113317795,0.10782131,-0.95817393,-0.6965368,0.43530673,-0.47392637,-0.64982873,0.14484084,-0.32994765,0.06900509,-0.3146116
NB1,-0.32900098,-0.08774662,-0.5541451,-0.06953212,0.25172755,0.15880038,1.7138898,0.9583676,0.26170233,-1.0841361,0.25130886,0.13520318,-1.0134213,0.2816044,-0.4360165,0.34916416,-0.4962521,0.80982584,0.43546635
NCC-StC-K140,0.637129,0.8180207,-0.6313419,1.1915607,0.06469822,-0.32047486,-1.2772446,-1.2532322,-0.9063833,1.4240586,-1.4047543,-1.5613412,0.5301307,-0.6084064,-0.22206195,-0.45978042,1.4249132,0.36926982,-0.018080803
JHOC-5,-0.25074625,-0.28295207,0.07930286,-0.23586619,0.014140345,-0.70210147,0.6294078,0.064618036,-0.36682472,0.78154796,-0.4663775,-1.1439493,-0.6589329,0.13160837,-0.17080355,-0.47431904,0.8140524,0.24574521,0.46443287
LOU-NH91,-0.27003288,-0.900507,-0.049280897,-0.7935854,-0.0012328401,-0.7725469,1.0264626,0.07050215,0.009753481,0.17928001,-0.31487775,-0.52240777,-0.8850764,-0.038312346,-0.5084913,-0.46608353,0.2730546,-0.058460176,0.47743475
DMS 273,0.06764346,0.2904665,-0.05820901,0.82998073,0.52796143,-0.35309166,0.8133843,0.5483183,0.69732594,-0.4097184,0.24796638,-0.23054108,-0.37238342,0.09716998,-0.17740099,0.046174794,0.26736963,0.67535824,-0.055303484
Hs 822.T,1.1455246,-1.1564183,-1.956975,1.0084225,0.26131958,-4.728762,1.9998492,-0.1731528,1.3035859,3.2605808,1.2995071,-3.9131355,-4.379431,0.7079985,0.41709343,-3.2878146,4.3339887,1.9309536,-0.29534596
HuG1-N,0.82344735,2.0636532,0.10783774,2.815786,0.21586601,-0.532548,-1.2218354,-0.6722406,-0.25446445,1.6213826,-1.1796588,-1.9674528,0.91119057,-0.35729316,-0.8788432,-0.39410666,1.5550792,1.0479969,-0.07611403
KYSE-70,0.3231658,-0.040870897,0.09899699,0.3780145,0.23130368,-0.96427786,-0.07378258,-0.32181525,-0.28743854,0.37144697,-0.097483546,-0.5419734,-0.07669291,-0.28844666,0.12747766,-0.3337004,1.1501148,-0.11743537,0.46643126
SK-MES-1,-0.6497779,-0.9003429,0.68805295,-0.52325547,-0.05156243,-1.2030772,0.92351466,0.17878266,-0.44763047,-0.043650016,-0.2810328,-0.71085346,-0.77895457,-0.28090298,-0.33400846,-0.62665904,0.6633316,-0.5395641,0.9341488
HEK TE,0.6169584,-0.85157,-0.5703724,0.1469262,0.03208741,-2.1394355,1.199995,-0.07133162,0.4089149,1.2296755,0.25027195,-1.8028252,-1.5295478,0.4091672,0.12853423,-1.2215645,1.6104103,0.936377,-0.15288717
NCI-H838,0.16579479,-0.42300102,0.061794482,-0.6386292,-0.16895178,-0.26504186,0.46693033,0.115591526,-0.34412152,0.017841004,0.17750268,0.20552509,-0.51103514,0.047643635,-0.13049473,0.27003413,-0.2003538,-0.12647326,0.124789976
NCI-H508,1.1439965,3.0536995,0.17971519,4.5633664,0.4945581,-1.9334934,-2.281368,-1.0236883,-0.265249,2.827084,-1.5767034,-3.4942014,1.1290492,-0.12757531,-0.6007651,-1.1892601,3.0175028,1.8484633,0.13273558
KP-N-RT-BM-1,-0.36471778,0.6086276,-0.32112092,1.5994834,1.1813036,-0.39244407,1.6901422,1.2720473,1.6710069,-1.569119,0.39304194,-0.33133632,-0.4945206,-0.0011645555,-0.4549549,0.35206258,0.29481646,1.1123602,-0.069881275
SUP-T11,-1.3301516,1.6163201,1.2975651,-0.63968086,1.2981275,4.2578335,1.6037724,3.399369,-1.0465755,-6.2977276,-0.08114985,3.3971305,2.0671978,-1.9731395,-1.4639293,4.94019,-3.8369389,-1.5919862,-0.5636426
CMK-86,1.8453922,1.4345467,0.9178644,0.970461,-0.30236614,2.5704076,-1.223517,-0.3048638,-2.5324326,-1.6492921,0.43264878,0.24118921,1.6385614,-0.38735473,1.6730406,3.271928,0.39443585,0.16558662,-0.36105728
Hs 819.T,0.9754981,-1.3064152,-1.650687,0.8536602,0.22919627,-4.376513,2.045495,-0.10659905,1.1528817,2.9720268,1.2428982,-3.626317,-4.2348065,0.64336836,0.23563853,-3.1176538,4.118228,1.6693044,-0.22605094
KG-1-C,-0.2317177,-1.431212,-0.25766337,-1.1176915,-0.23708098,-1.0204948,1.6628021,0.371683,0.12867758,0.30600122,0.5116466,-0.3520518,-1.7206266,0.22208987,-0.386302,-0.44394186,0.22261435,0.22929893,0.06686756
KMS-28BM,-0.3009103,0.92972946,0.7855016,-0.62453127,0.49021685,2.535423,0.71970654,1.6025945,-0.7510857,-3.182436,-0.27139118,2.4612641,1.4477241,-0.8152865,-1.0201993,3.382183,-2.079794,-0.68969154,-0.18151021
NCI-H2171,0.2559257,1.92903,0.15270989,3.2852492,1.4849468,-1.2583617,0.20929453,0.58413213,2.1825821,-0.22081423,0.2152892,-1.4390342,0.2705117,0.038561523,0.07955687,-0.5459835,1.783359,1.339801,-0.29152453
NCI-H1781,0.09292543,1.0633755,0.21457273,1.3299668,-0.07736343,0.2068196,-0.8889904,-0.96226674,-0.67518735,1.3077728,-1.0253434,-1.2591507,0.55126995,-0.44693518,-0.25824526,-0.22878172,0.57577676,0.31283143,0.2954987
NCI-H2347,0.08773491,0.33574113,-0.32409394,0.43012333,0.09971379,-0.048080146,0.02597268,-0.43978834,0.11055253,1.011526,-0.86663246,-1.2656,-0.0469992,-0.09015632,-0.14123473,-0.34134158,0.27628064,0.486825,-0.009727515
WM266-4,-0.28580844,-1.419615,0.21745351,-2.3270588,-0.21851522,-0.28711224,1.6222172,0.19674145,0.039304968,0.036717948,0.18079117,0.29347596,-2.085194,0.90234244,-0.4793127,-0.56949055,-0.94469744,-0.15337837,0.3204509
COLO 201,0.59991,1.6675422,0.28794968,1.9458973,-0.1702273,0.493311,-1.0607069,-0.60527706,-0.2469334,0.90302193,-0.83649516,-0.86325586,0.9989693,-0.49580306,-0.9308766,0.15958795,0.56923974,0.44325936,-0.38729
LN-215,0.35821873,-0.81751305,-0.43257675,-0.48282206,-0.2880155,-1.4884726,1.0535922,-0.008230817,0.11270425,1.0697756,0.3963009,-1.1554749,-1.4599025,0.2165544,-0.0077226236,-0.969795,0.96593094,0.50480384,-0.06121335
SLR20,0.32089087,-0.32239598,-0.053238828,0.020695657,-0.018267147,-0.8855753,0.49672705,-0.18230584,-0.01711334,0.714462,0.10600732,-0.8347279,-0.7369236,0.23999324,0.25563738,-0.57536733,0.761152,0.5055666,0.10657345
JURL-MK1,1.7495892,0.8847407,0.10669291,0.9489615,-0.15697747,1.2252644,-0.79852986,-0.2748067,-1.302301,-0.4381008,-0.076599866,-0.023493838,0.46789956,-0.22479357,1.009901,1.5773743,0.7274019,0.6391932,-0.44326872
NCI-H747,0.08111337,0.55838567,-0.25781265,0.62644833,0.10342483,0.48499572,-0.46027482,-0.5735534,-0.21771899,0.6999639,-1.2101746,-0.88413197,0.49722484,-0.36665547,-0.6421187,0.12216793,0.06969945,0.46442002,-0.10585723
Lu-65,-0.116540276,-0.034829363,0.0635075,0.15731892,0.13191918,0.0557459,0.037489586,-0.13923049,-0.13638148,0.09448359,-0.40781838,-0.2551913,0.14067812,-0.14040025,-0.23905215,0.36654347,-0.2844413,0.10028313,-0.20339254
UACC-812,0.619081,1.5243113,-0.06272218,1.6714337,0.19223897,0.5103005,-1.4020207,-1.1339042,-0.3914025,1.7307333,-1.0820444,-1.7353907,0.905817,-0.34852928,-0.07118466,-0.34285265,1.0893182,0.82782125,-0.085797235
HMEL,1.5005847,0.16930382,-1.6738441,2.1344461,0.71044266,-3.005824,-0.8216899,-1.285293,0.8144407,3.035574,-0.6817173,-3.7904978,-1.163287,-0.20064393,0.3102191,-2.3505144,3.3059602,1.5752498,-0.30688983
HEC-1-A,0.20027433,-0.08435303,-0.6299778,-0.13905291,0.13532767,0.60113263,0.100124806,-0.47354338,-0.52413243,0.48122263,-1.2208347,-0.7854959,0.07709428,-0.1928141,-0.24627212,0.21617606,-0.0956528,0.5866593,-0.3098462
FaDu,-0.023022711,0.43964517,0.063350976,0.52775913,0.048892453,-0.1160159,-0.54571706,-0.68163836,-0.6930142,0.37567034,-0.75434625,-0.53305554,0.36690485,-0.46861362,0.09671189,0.06505208,0.65304923,-0.36356124,0.28224188
SNU-1041,0.109386444,0.23622389,-0.6628748,0.96081805,0.30862606,-0.4286811,-0.22826993,-0.84988976,-0.26854438,0.8772006,-0.9607707,-1.3659488,-0.20074324,-0.5211811,-0.29987758,-0.4146868,1.1181269,0.0376693,-0.002877079
PaTu 8902,0.120610625,-0.034541808,-0.31128928,-0.06124167,-0.14782274,1.0775027,0.1759752,0.043415725,-0.14166752,-0.034637995,-0.8408761,0.17437828,0.47739843,-0.30245322,-0.8011216,0.57003725,-0.7013688,0.08192785,-0.6048893
MKN45,0.23665217,1.361809,0.25225368,1.8795309,0.18808869,-0.09944425,-0.8078313,-0.3591143,-0.36761796,0.7815747,-0.9895172,-1.2394981,0.839986,-0.5432204,-0.58471084,0.1129967,0.8904618,0.2172034,0.011943117
SNU-899,0.49646217,0.4035217,-0.82907814,0.9893298,0.47172382,-0.10561721,-0.55258036,-0.7255274,-0.30780405,1.1513407,-1.382056,-1.3991674,0.30170316,-0.49379793,-0.449674,-0.28504544,0.6707326,0.41861993,-0.37897515
SNU-1196,0.7448805,1.0499709,-0.0019183606,1.5325617,0.041865945,0.0857096,-0.96342766,-0.6442827,-0.0069264695,1.3234661,-0.91147953,-1.4823469,0.4361391,-0.10472646,-0.25619248,-0.18365142,0.85610366,0.7428072,-0.21481815
MG-63,0.07383369,-1.0251063,-0.24293599,-0.57707006,-0.26406392,-0.9331664,1.413434,0.42294493,0.52828443,0.32157707,0.5413127,-0.39445382,-1.7559221,0.28431758,-0.25135225,-0.3791284,0.3301486,0.17110123,-0.11500071
SNU-216,0.05733049,0.5865919,-0.1711553,0.758768,0.23280197,0.471694,-0.6872365,-1.0188861,-0.18763238,1.1192077,-1.1747787,-1.1741223,0.45906523,-0.4659951,-0.50877523,-0.31585675,0.5416836,0.37179798,-0.10700803
Hs 688(A).T,0.9954622,-1.1778657,-1.4289862,0.37909302,0.041309416,-3.9101648,2.125712,0.048650958,1.0683168,2.4134312,1.3189988,-3.084321,-3.9142766,0.681,0.06848016,-2.6245315,3.430953,1.5932732,-0.17264959
YD-10B,0.45523864,-0.26106143,-0.44391328,0.5825139,0.14832808,-0.91226655,-0.07683444,-0.44914573,-0.27273262,0.5315026,-0.57098424,-0.89901376,-0.46477753,-0.5950044,-0.16289516,-0.53276134,1.1003747,-0.09954761,0.123591974
ES-2,-0.09264222,-0.8533181,-0.021702215,-1.0382483,-0.370089,-0.24557567,1.1825641,0.55660486,0.06936882,-0.40153506,0.45570284,0.41899812,-1.0247093,0.20043008,-0.20847046,0.21386987,-0.81465125,-0.0004624799,-0.11620589
OV56,0.32190567,-0.8627818,-0.474455,-0.83630085,0.053698234,-0.42808574,0.7306952,0.0833642,0.0649389,0.48057467,0.063911945,-0.54501224,-0.8515957,0.054448728,-0.29485592,-0.6266942,0.13707334,0.67679244,-0.08839221
HDLM-2,-0.4650905,1.3137877,1.2356677,0.04388523,1.0296988,2.6631045,1.0247675,2.246211,-0.7577844,-3.886169,-0.04066433,2.203455,1.6894763,-1.2676866,-0.8837735,3.3317666,-2.165567,-0.9373375,-0.64878094
LN-382,0.37618333,-0.92969865,-0.1610274,-0.72520435,-0.24487287,-1.8106697,1.5154848,0.34340566,0.22322658,0.882047,0.90423316,-1.0762029,-2.0376596,0.15381403,-0.2981754,-1.2250073,0.7792849,0.18116203,0.19281429
LN-18,-0.33009556,-0.76627076,0.55716074,-1.0932643,-0.33219248,-0.54553956,1.0948254,0.4411802,-0.31060362,-0.5410043,0.40808153,0.39227033,-0.8351583,0.08383247,-0.2715452,0.21790001,-0.5699487,-0.45087495,0.24118434
SNU-1076,0.40256584,0.21867272,-0.81665933,0.62789106,0.3868175,-0.05920764,-0.3049563,-0.7866777,-0.17152295,0.74087036,-1.2147877,-1.0581192,0.25529897,-0.6411171,-0.746435,-0.55473435,0.6398376,0.022003427,-0.32655463
NCI-H1651,-0.17615801,-0.33386642,-0.3758301,-0.32710287,0.18202251,-0.36549056,0.72775686,0.1498049,-0.086373635,-0.019497499,0.08974686,-0.29311994,-0.4122817,0.3495544,-0.2940347,0.17055203,0.02267895,0.15820171,0.0066445246
MDA-MB-436,-0.117069386,-0.89965653,-0.10711724,-0.9662163,-0.18070781,-0.61151135,1.1389937,0.31634274,-0.2930041,0.01358179,0.21200868,0.19729397,-0.70608485,0.11145471,-0.40956235,-0.063882984,-0.124550395,-0.082164936,0.16103975
NCI-H510A,0.55271757,1.930831,0.49166328,3.3951418,1.2369845,-1.264752,-0.34559837,0.4419537,1.5408726,0.31850946,0.14438364,-1.6200697,0.8094796,0.08728953,0.06902267,-0.7055205,1.7066758,1.1356798,-0.27136165
Hs 695T,-0.10583952,-1.0455945,-0.016539492,-1.2844064,-0.38613456,-0.7995715,1.3360174,0.034803603,0.122700214,0.47884327,0.27217233,-0.21171463,-1.6901255,0.64671475,-0.1433098,-0.7110914,0.10503623,-0.06786646,-0.04760223
P3HR-1,-3.9876492,1.2567555,1.549418,-2.013787,3.3313115,6.794913,3.8401494,5.619189,-0.65825975,-12.063671,-1.5261654,6.466278,2.6718936,-4.1159787,-4.18832,7.8413134,-8.144037,-2.6412706,-0.21872835
253J,0.037748307,-0.5627982,-0.17836872,-0.25024685,0.190292,-0.77280843,0.54620814,-0.16066529,-0.05203522,0.703868,-0.06481556,-0.9279994,-1.0358349,0.02396965,-0.19306818,-0.6797359,0.56262875,0.7180241,0.19262591
SNU-466,0.39186364,-1.1484427,-0.5412859,-0.83179355,-0.1464521,-2.5717254,1.7010666,-0.37357712,0.498584,1.8002719,0.7644104,-2.219055,-3.0294206,0.48029485,0.045178942,-2.2002532,1.801091,0.61633337,0.2816465
UM-UC-3,0.20777348,-0.49707377,-0.27149844,-0.61802065,-0.32414418,-0.16957793,0.92051,0.340183,-0.009496532,-0.12952076,0.30321783,0.34339738,-0.7542732,0.067700274,-0.1924381,0.21074454,-0.42469862,0.15741481,-0.22787358
SW1573,0.27131495,-0.33312175,-0.10828568,-0.32513648,-0.12734845,-0.24174947,0.58530384,-0.0651966,-0.16720709,0.33652094,0.13642937,-0.22234145,-0.95014846,0.020611592,-0.08443257,-0.11343188,0.3225385,0.21681291,0.09769914
769-P,-0.35901892,-0.7796916,0.12691577,-0.27497137,0.14182052,-0.9875742,0.75011575,0.080987304,-0.23952037,0.7116155,-0.3424768,-1.223782,-0.851123,0.335071,-0.26129258,-0.8788297,0.661317,0.3724581,0.5611335
HCC1428,0.459924,1.105685,0.14132148,1.3843716,0.32208294,0.26485714,-1.0020577,-0.880776,-0.16175766,1.2995746,-0.32819304,-1.0258518,0.43928558,-0.44360748,0.0668899,-0.24241558,0.6369352,0.82610416,0.024954334
AM-38,-0.29677933,-0.799935,0.12339026,-1.1133837,-0.2834216,-0.2259108,1.0794697,0.47956684,0.052341975,-0.48082495,0.22694783,0.38020164,-0.9173026,0.011240181,-0.38328153,0.06794444,-0.5916212,-0.13401495,0.089794174
MUTZ-5,-1.162846,2.0200727,1.6695974,-1.565532,1.5263025,7.364951,1.9982347,3.6056309,-1.8349305,-9.95998,-0.47257617,5.891651,4.171319,-3.78339,-2.0972838,8.697865,-6.5776777,-2.301868,-0.8942063
KMRC-1,-0.41100442,-1.1566683,0.012310222,-1.0549008,-0.026380101,-0.88556486,1.3194363,0.29213205,-0.21532235,0.30684292,-0.050719388,-0.6478207,-1.1957183,0.14607027,-0.5036577,-0.7058739,0.13750371,0.23932394,0.3520367
HCC2935,-0.5644771,1.3123729,1.0433469,1.422755,-0.1983819,-0.7459082,-1.077947,-1.3482515,-1.0071001,1.2432665,-1.3593438,-2.0198274,0.5823387,-0.4975323,-0.32068667,-0.75751567,1.6561468,-0.72842664,1.0636375
HEL,1.7865596,1.1219156,0.52892494,1.2418678,-0.055316627,1.862443,-0.98975194,-0.27217716,-2.03514,-0.9511428,0.30787367,-0.47513884,1.0005128,-0.44360527,1.5469389,2.5705495,0.5311723,0.6171775,-0.67557734
COR-L95,0.94031894,2.4578056,0.07874712,4.5889673,1.3806105,-2.0321083,-0.5080894,0.2828115,2.3838782,1.0633724,0.25206798,-2.4737735,0.3427321,0.23565109,0.27514786,-1.0186969,2.443372,1.544395,-0.34140813
Hs 863.T,0.6219582,-1.5036337,-1.1740632,0.24711785,0.09983556,-3.8190975,2.373011,-0.0036378521,0.83751667,2.3628669,1.2614557,-2.9259648,-4.0320463,0.7040899,0.31011102,-2.5740314,3.1419654,1.136117,0.029247522
Loucy,-0.6011652,1.5788851,1.4074128,-0.56205374,0.76156384,3.996027,1.260527,2.5731816,-1.2019036,-5.8807755,0.070400685,3.1759043,2.2053494,-1.7376919,-0.7315493,5.491909,-3.3313367,-1.1831319,-0.48285705
Hs 746.T,-0.093896806,-0.9520484,0.036402863,-1.0809677,-0.3329427,-0.47533333,1.2565787,0.3872965,0.12684378,-0.22620691,0.3824792,0.14271641,-0.9379401,0.19005257,-0.47652787,0.067926496,-0.44524157,-0.15018308,-0.02053237
ALL-SIL,-1.5934364,0.82932585,1.6774936,-1.3476695,0.7093845,4.912488,2.019484,3.666749,-1.8819952,-6.960555,-0.41365278,4.588646,2.1688375,-1.7983195,-1.8337207,5.8979654,-4.442626,-1.76096,-0.585672
ONCO-DG-1,-0.12703937,0.23462902,0.15441354,0.49402785,0.3050576,-0.24352203,-0.3871679,-0.714243,-0.7713636,0.4633342,-0.7835331,-0.8501556,0.18819189,-0.33658147,0.06358238,-0.48781776,0.532768,0.06356034,0.3529997
LMSU,0.087202385,-0.87104183,-0.012529644,-1.0002056,-0.27578676,-0.56788564,1.4188688,0.45446074,0.071368545,-0.14485796,0.60843885,0.060098685,-1.1776851,0.13347012,-0.24184951,-0.007927395,-0.22121452,-0.08202621,0.0849113
SNU-349,0.47566676,-1.1246012,-0.67616785,-0.40627015,-0.16581792,-1.943747,1.7147481,0.0063381307,0.54344845,1.4121355,0.24919948,-2.0816255,-1.8821104,0.38320193,-0.37637442,-1.5350299,1.4520239,1.1593072,-0.12602194
YH-13,0.16293576,-1.4454443,-0.36466116,-0.98485494,-0.26574442,-1.6941313,2.246726,0.55033356,0.4753578,0.4552296,1.0308564,-0.74603856,-2.3619845,0.2824966,-0.49162328,-1.0551538,0.6376914,0.23059414,0.0750072
Kasumi-6,-0.24061832,1.4419072,1.1028997,-0.32811707,0.6508569,3.6800852,0.6202934,1.5469234,-2.2540967,-4.8621845,-0.6238662,2.6067047,2.1134508,-1.390434,-0.25548112,4.5572586,-2.113638,-0.9910985,-0.4475404
LN-235,0.18802777,-1.3021779,-0.31016687,-0.44060713,-0.19007193,-2.2070606,1.6243854,0.19769487,0.20677236,1.171268,0.6813775,-1.617296,-2.4224072,0.3266276,-0.19611707,-1.5518353,1.2158954,0.3366046,0.4113288
HCC2814,0.8789953,0.46262768,-0.50874716,1.9839462,0.39279145,-2.139376,-0.66099596,-0.995206,-0.14430653,1.7745755,-0.5750381,-2.596379,-0.38409558,-0.21822688,0.5186488,-1.3248457,2.5412364,0.53620076,0.59028065
OVMANA,0.06345521,0.3443749,-0.36490905,0.35454696,0.4421478,0.02562897,-0.40570003,-0.47180748,-0.2276313,0.5216578,-1.2867832,-1.1997291,0.18484354,-0.62349933,-0.30675554,-0.050861508,0.023910359,0.8139849,-0.38758165
HEL 92.1.7,1.4540942,0.9233998,0.44994447,1.1651338,0.11347258,1.7436568,-0.81597394,-0.13485149,-1.8545167,-1.0241961,0.28956386,-0.4569626,0.7758108,-0.381725,1.3809204,2.3665323,0.49951303,0.43049294,-0.49682322
GB-1,0.40444666,-0.7328249,0.12061414,-1.1011674,-0.2485393,-0.77347326,1.3093781,0.5187701,-0.4781102,-0.31748223,0.37173936,0.0055853054,-0.7982555,0.35999584,-0.48625013,0.074557364,-0.24209087,-0.083688684,0.13757661
HOS,-0.021347895,-0.58643913,-0.0018966637,-0.60122764,-0.22502333,-0.3388794,0.8550285,0.26962385,-0.016842455,-0.07670276,0.33774436,0.09407088,-0.7515925,0.22483942,-0.21930555,0.22986512,-0.17543548,0.06876983,-0.00934758
SUP-B15,-1.4183642,1.7591641,1.5003153,-1.8935987,1.3881973,6.8480716,2.0351868,3.4450934,-1.9958615,-9.295377,-0.64380383,5.767592,3.5971248,-3.3665266,-2.1543782,8.2720585,-6.223741,-2.2830563,-0.72530293
OCI-Ly19,-1.4614376,1.7971853,1.6469473,-2.0421138,1.6630428,7.305533,2.1846895,3.9506252,-1.788738,-10.01108,-0.8123141,6.0848475,4.2042413,-3.691792,-2.372476,8.661869,-6.8753443,-2.4016166,-0.930686
RMG-I,0.13325453,0.6154295,-0.02083826,1.0951021,0.57651323,-1.0737205,-0.75434035,-1.1293832,-0.52972543,1.8650212,-1.4430121,-2.4223554,-0.025397003,-0.18030372,-0.0896056,-1.089457,1.4553248,0.9890248,0.38319647
GDM-1,0.3171173,1.598892,0.8696511,0.21984936,0.5429872,4.0427246,0.3257503,1.1777049,-1.9629954,-4.4197936,-0.18558085,2.2301314,2.2572212,-1.5045934,0.11973418,4.883754,-1.9032024,-0.8041109,-0.81659204
EHEB,-2.703568,1.6525602,2.1587665,-1.4014504,2.0068781,4.83484,2.6615062,4.399326,-1.50265,-9.328943,-0.9818495,5.236724,3.1066856,-2.4545727,-2.9575408,6.658173,-6.1526265,-2.6252885,-0.31259423
NCI-H1563,0.06439027,-0.63182724,-0.010661498,-0.67938507,-0.13143474,-0.6368443,0.5079406,-0.2139399,-0.12192361,0.4124494,-0.03725159,-0.4839884,-0.8503507,0.07869412,-0.23447362,-0.4831312,0.38266793,0.13233681,0.02827569
CL-40,1.114863,2.7762268,-0.43283033,3.771934,0.55217004,-0.9231104,-1.9386868,-0.96926457,-0.20427518,3.0003161,-1.6838632,-3.2588692,1.1838992,-0.31651306,-0.6712173,-1.0792471,2.2542043,1.9956272,0.058609456
MDA-MB-435,-0.050131097,-1.0048248,0.07932015,-1.4046581,-0.032024432,-0.062497195,1.2171954,0.3274982,0.12086637,-0.013205245,0.27261657,0.29416594,-1.287206,0.53786004,-0.58155817,-0.21572916,-0.79470944,-0.2888986,0.13377663
COLO 775,-0.18173608,1.5613916,0.6587348,-0.20475402,0.57399863,2.3329592,0.24052927,1.184846,-0.5769739,-3.0316896,-0.17931455,2.2745774,1.8541634,-1.0379952,-0.813638,3.9039881,-2.0537853,-0.3595454,-0.77925277
JeKo-1,-2.548072,1.5277565,1.5534853,-2.0623627,2.3689437,6.792862,2.8994365,4.952795,-1.1038551,-10.892657,-1.3025833,6.1739445,3.127595,-3.612122,-3.3921862,8.02719,-7.406316,-2.3095496,-0.52357095
MOLT-4,-1.4063126,1.4166946,1.7912176,-0.63362813,1.1265833,4.0048738,1.7770314,3.156247,-1.2531555,-6.2711496,-0.20207612,3.5377474,1.5250669,-1.7177992,-1.4157743,5.0475664,-3.6178207,-1.5508454,-0.32927668
NCI-H1838,-0.37358344,0.32857308,0.1057756,0.5851726,0.26358035,-0.42034614,0.14898287,-0.3397698,-0.2954183,0.81223464,-0.5975089,-1.2186533,-0.065281644,0.12378949,-0.16529197,-0.46726304,0.5677482,0.18161094,0.6693119
VMRC-RCZ,0.06608835,-0.7917677,-0.33387196,-0.7447582,0.07344408,-0.7292444,0.9597032,0.33936167,-0.093652286,0.39777327,-0.07978928,-0.8409977,-0.8327838,0.4036505,-0.20303392,-0.44172996,0.25532746,0.6139379,-0.044917062
MOLT-13,-1.3332886,1.5710675,1.7959677,-0.87167287,1.0721271,4.421567,1.5985613,3.1621146,-1.607753,-6.886818,-0.020528108,4.0171266,2.238355,-2.0562086,-1.1642609,5.9212723,-3.9925022,-1.760772,-0.38449004
