target_variable,target_class,target_class_label,layer,name,importance,explainer
Erlotinib,0,,rna,KRT17,0.00032482372525040727,IntegratedGradients
Erlotinib,0,,rna,SERPINB13,0.0005888834706253578,IntegratedGradients
Erlotinib,0,,rna,CXCR4,0.00047411226727824945,IntegratedGradients
Erlotinib,0,,rna,KCNH2,0.00050216219964361,IntegratedGradients
Erlotinib,0,,rna,GNG7,0.00038528047710455297,IntegratedGradients
Erlotinib,0,,rna,PAX3,0.0005455615098840232,IntegratedGradients
Erlotinib,0,,rna,ABCC3,0.0008783047516159921,IntegratedGradients
Erlotinib,0,,rna,CD69,0.0005567894170961029,IntegratedGradients
Erlotinib,0,,rna,HEG1,0.0009537179205712374,IntegratedGradients
Erlotinib,0,,rna,SMAGP,0.00044511802745377617,IntegratedGradients
Erlotinib,0,,rna,F2RL1,0.0011828068099998484,IntegratedGradients
Erlotinib,0,,rna,MYO1F,0.0003465657879186035,IntegratedGradients
Erlotinib,0,,rna,ADGRF1,0.000963694650896138,IntegratedGradients
Erlotinib,0,,rna,CALU,0.0005778523566542178,IntegratedGradients
Erlotinib,0,,rna,GRP,0.000384355618001444,IntegratedGradients
Erlotinib,0,,rna,PIP5K1B,0.0007485466959855424,IntegratedGradients
Erlotinib,0,,rna,PRRG2,0.0005680141763990392,IntegratedGradients
Erlotinib,0,,rna,NT5E,0.00038082427300027824,IntegratedGradients
Erlotinib,0,,rna,TPD52L1,0.00034893529063606755,IntegratedGradients
Erlotinib,0,,rna,GRK2,0.0005872322404900763,IntegratedGradients
Erlotinib,0,,rna,PAX5,0.00037817819062101616,IntegratedGradients
Erlotinib,0,,rna,IL12RB1,0.0003827338316510488,IntegratedGradients
Erlotinib,0,,rna,ALOX5AP,0.00034334574219861057,IntegratedGradients
Erlotinib,0,,rna,ST8SIA4,0.0003676388057566032,IntegratedGradients
Erlotinib,0,,rna,TCF3,0.00032645217664005065,IntegratedGradients
Erlotinib,0,,rna,PPP1R13L,0.001177533361136648,IntegratedGradients
Erlotinib,0,,rna,MAP1B,0.0020785283050981217,IntegratedGradients
Erlotinib,0,,rna,FA2H,0.0010106448534743925,IntegratedGradients
Erlotinib,0,,rna,ITGA6,0.0005875770430863277,IntegratedGradients
Erlotinib,0,,rna,VEGFC,0.00044764624048739324,IntegratedGradients
Erlotinib,0,,rna,PPARG,0.0004698540996570701,IntegratedGradients
Erlotinib,0,,rna,TSPAN4,0.0005612386368562343,IntegratedGradients
Erlotinib,0,,rna,MANSC1,0.001088727423804131,IntegratedGradients
Erlotinib,0,,rna,RBMS3,0.0004252181039891803,IntegratedGradients
Erlotinib,0,,rna,RAB17,0.0005008962574404579,IntegratedGradients
Erlotinib,0,,rna,MS4A3,0.00011812966691711598,IntegratedGradients
Erlotinib,0,,rna,ADGRA2,0.0005242955822012347,IntegratedGradients
Erlotinib,0,,rna,ST8SIA3,0.0002748292986463514,IntegratedGradients
Erlotinib,0,,rna,MYO1B,0.000976751543528963,IntegratedGradients
Erlotinib,0,,rna,PTK2B,0.0006156022383691921,IntegratedGradients
Erlotinib,0,,rna,MICAL2,0.00044068330712605054,IntegratedGradients
Erlotinib,0,,rna,MEF2C,0.0006285948853353443,IntegratedGradients
Erlotinib,0,,rna,MYH14,0.00042415232993858856,IntegratedGradients
Erlotinib,0,,rna,PPP2R3A,0.0009277967558290222,IntegratedGradients
Erlotinib,0,,rna,SP100,0.0006843968072014243,IntegratedGradients
Erlotinib,0,,rna,BACH2,0.0006082805763969728,IntegratedGradients
Erlotinib,0,,rna,PIK3CD,0.0003301585529171829,IntegratedGradients
Erlotinib,0,,rna,PNOC,0.0004203736583751977,IntegratedGradients
Erlotinib,0,,rna,BACE1,0.0005163405321736924,IntegratedGradients
Erlotinib,0,,rna,ATP8B2,0.0008093123745365462,IntegratedGradients
Erlotinib,0,,rna,EPB41,0.000399709123853511,IntegratedGradients
Erlotinib,0,,rna,CNTRL,0.00034397735412963174,IntegratedGradients
Erlotinib,0,,rna,VGLL1,0.00046036883087007213,IntegratedGradients
Erlotinib,0,,rna,LAMC1,0.0003653606274579892,IntegratedGradients
Erlotinib,0,,rna,DSG3,0.0005815758901646037,IntegratedGradients
Erlotinib,0,,rna,PTK6,0.00047572945392704226,IntegratedGradients
Erlotinib,0,,rna,RIMBP2,0.00047921404877623966,IntegratedGradients
Erlotinib,0,,rna,COL17A1,0.0006461839263997006,IntegratedGradients
Erlotinib,0,,rna,TSPAN15,0.001069948186636633,IntegratedGradients
Erlotinib,0,,rna,SDC2,0.00048380158665128903,IntegratedGradients
Erlotinib,0,,rna,STK10,0.0003170234734435233,IntegratedGradients
Erlotinib,0,,rna,LIMD2,0.0003538919720849189,IntegratedGradients
Erlotinib,0,,rna,WWC2,0.00045018005287703636,IntegratedGradients
Erlotinib,0,,rna,SNAP25,0.0009277307240518174,IntegratedGradients
Erlotinib,0,,rna,RHEX,0.0004919024964041403,IntegratedGradients
Erlotinib,0,,rna,S100A6,0.00040270404566435206,IntegratedGradients
Erlotinib,0,,rna,TPST1,0.00036029623432432494,IntegratedGradients
Erlotinib,0,,rna,CYP3A5,0.00041122982712816597,IntegratedGradients
Erlotinib,0,,rna,SOX9,0.000847806430046632,IntegratedGradients
Erlotinib,0,,rna,ICA1,0.002035719863422873,IntegratedGradients
Erlotinib,0,,rna,OGN,0.0002750331468421699,IntegratedGradients
Erlotinib,0,,rna,ICAM2,0.0007348888138325692,IntegratedGradients
Erlotinib,0,,rna,RFTN1,0.000433542178623083,IntegratedGradients
Erlotinib,0,,rna,CD24,0.0012115031710594414,IntegratedGradients
Erlotinib,0,,rna,PLAU,0.0004856337202061531,IntegratedGradients
Erlotinib,0,,rna,CYFIP2,0.0007518784863637252,IntegratedGradients
Erlotinib,0,,rna,PCSK2,0.000929353285822567,IntegratedGradients
Erlotinib,0,,rna,THBS1,0.0009909249680266294,IntegratedGradients
Erlotinib,0,,rna,COL3A1,0.0006190005586522605,IntegratedGradients
Erlotinib,0,,rna,FUT3,0.0007530645258241556,IntegratedGradients
Erlotinib,0,,rna,WWC1,0.00047600845751316785,IntegratedGradients
Erlotinib,0,,rna,MITF,0.0012490293998780077,IntegratedGradients
Erlotinib,0,,rna,ACVR1,0.0003556536492460408,IntegratedGradients
Erlotinib,0,,rna,ZCCHC24,0.00043373253002345626,IntegratedGradients
Erlotinib,0,,rna,CLIP3,0.0007618448230106673,IntegratedGradients
Erlotinib,0,,rna,S100A11,0.0003073093512154578,IntegratedGradients
Erlotinib,0,,rna,PSD4,0.0007197326871534988,IntegratedGradients
Erlotinib,0,,rna,SCGN,0.0005805992479373961,IntegratedGradients
Erlotinib,0,,rna,CD74,0.0003587211312454434,IntegratedGradients
Erlotinib,0,,rna,SH2B2,0.0005861593733001923,IntegratedGradients
Erlotinib,0,,rna,PLAUR,0.0005765033247432912,IntegratedGradients
Erlotinib,0,,rna,LPXN,0.0005475243007734511,IntegratedGradients
Erlotinib,0,,rna,LGALS1,0.0009748662241259309,IntegratedGradients
Erlotinib,0,,rna,CUEDC1,0.0012288976805491605,IntegratedGradients
Erlotinib,0,,rna,PLOD2,0.0006653489380347742,IntegratedGradients
Erlotinib,0,,rna,EPAS1,0.00038027867635719595,IntegratedGradients
Erlotinib,0,,rna,CRMP1,0.0004948387106389555,IntegratedGradients
Erlotinib,0,,rna,POF1B,0.00036710347031284127,IntegratedGradients
Erlotinib,0,,rna,TMEM40,0.0007695029269050293,IntegratedGradients
Erlotinib,0,,rna,TLX2,0.0001874227000284667,IntegratedGradients
Erlotinib,0,,rna,PRRX1,0.00032239773979537045,IntegratedGradients
Erlotinib,0,,rna,CEBPA,0.00037193572260748155,IntegratedGradients
Erlotinib,0,,rna,LOX,0.0006516140198686771,IntegratedGradients
Erlotinib,0,,rna,GAS2L1,0.0012277978000771045,IntegratedGradients
Erlotinib,0,,rna,EPS8,0.0005164204349463076,IntegratedGradients
Erlotinib,0,,rna,LMOD1,0.0005273086356515576,IntegratedGradients
Erlotinib,0,,rna,AHNAK,0.00043483086460395514,IntegratedGradients
Erlotinib,0,,rna,GSDME,0.0006287649670160852,IntegratedGradients
Erlotinib,0,,rna,CD151,0.000484628926867621,IntegratedGradients
Erlotinib,0,,rna,PLEKHA6,0.0014335832483538126,IntegratedGradients
Erlotinib,0,,rna,MLPH,0.0008167411675673095,IntegratedGradients
Erlotinib,0,,rna,TUBB6,0.0007640551692836014,IntegratedGradients
Erlotinib,0,,rna,GFI1,0.000709237682240815,IntegratedGradients
Erlotinib,0,,rna,ALS2CL,0.00045112799108649164,IntegratedGradients
Erlotinib,0,,rna,ETS1,0.0010441023510014162,IntegratedGradients
Erlotinib,0,,rna,TP63,0.0007789895646155996,IntegratedGradients
Erlotinib,0,,rna,GRAP,0.0005692970551981405,IntegratedGradients
Erlotinib,0,,rna,PCOLCE,0.0005092834868380715,IntegratedGradients
Erlotinib,0,,rna,ALK,0.0006384296137000038,IntegratedGradients
Erlotinib,0,,rna,GPR176,0.0009973036286858373,IntegratedGradients
Erlotinib,0,,rna,IL6ST,0.00044956667242971454,IntegratedGradients
Erlotinib,0,,rna,PLAT,0.0006765435652528556,IntegratedGradients
Erlotinib,0,,rna,HLA-E,0.0006490939525085708,IntegratedGradients
Erlotinib,0,,rna,STAT5A,0.001488260850944125,IntegratedGradients
Erlotinib,0,,rna,TYROBP,0.0002993528103322683,IntegratedGradients
Erlotinib,0,,rna,KCNN3,0.0002485213931266407,IntegratedGradients
Erlotinib,0,,rna,NECTIN2,0.0008955310032987308,IntegratedGradients
Erlotinib,0,,rna,CDCP1,0.0006350874416294611,IntegratedGradients
Erlotinib,0,,rna,ARHGAP32,0.00037344323351064246,IntegratedGradients
Erlotinib,0,,rna,SH2B3,0.0012211181969357368,IntegratedGradients
Erlotinib,0,,rna,CXADR,0.0015786297976923423,IntegratedGradients
Erlotinib,0,,rna,DAAM2,0.0008360512937101797,IntegratedGradients
Erlotinib,0,,rna,NOL4,0.0006788030390991944,IntegratedGradients
Erlotinib,0,,rna,CD84,0.0005789050665736404,IntegratedGradients
Erlotinib,0,,rna,THAP10,0.0003571608883940936,IntegratedGradients
Erlotinib,0,,rna,BAG3,0.0006355287888777165,IntegratedGradients
Erlotinib,0,,rna,NABP1,0.0013347039036233513,IntegratedGradients
Erlotinib,0,,rna,SLC43A1,0.0005326122026571013,IntegratedGradients
Erlotinib,0,,rna,EFEMP2,0.0010063350864920311,IntegratedGradients
Erlotinib,0,,rna,LAPTM4A,0.000410049588535238,IntegratedGradients
Erlotinib,0,,rna,ADAM9,0.00042894973922282453,IntegratedGradients
Erlotinib,0,,rna,PEA15,0.00043389867035011905,IntegratedGradients
Erlotinib,0,,rna,CKAP4,0.0005125579103628555,IntegratedGradients
Erlotinib,0,,rna,MPDZ,0.0014933476131594554,IntegratedGradients
Erlotinib,0,,rna,GLIPR1,0.00118623785775969,IntegratedGradients
Erlotinib,0,,rna,FCGR2B,0.0002841565671326797,IntegratedGradients
Erlotinib,0,,rna,AP1S2,0.00048383071496745474,IntegratedGradients
Erlotinib,0,,rna,TBC1D2,0.0007748508550076499,IntegratedGradients
Erlotinib,0,,rna,ERBB3,0.0004970279529651392,IntegratedGradients
Erlotinib,0,,rna,CD247,0.0002381352355006978,IntegratedGradients
Erlotinib,0,,rna,HPS4,0.0005821568769854269,IntegratedGradients
Erlotinib,0,,rna,AP3B2,0.00040741384641915105,IntegratedGradients
Erlotinib,0,,rna,ST6GALNAC2,0.0003192013381526712,IntegratedGradients
Erlotinib,0,,rna,GPR65,0.0007789279894373799,IntegratedGradients
Erlotinib,0,,rna,TMEM51,0.0005142190726831989,IntegratedGradients
Erlotinib,0,,rna,ACSL5,0.002195970218218779,IntegratedGradients
Erlotinib,0,,rna,CD80,0.00024389692343971552,IntegratedGradients
Erlotinib,0,,rna,TMEM158,0.0011371209906139612,IntegratedGradients
Erlotinib,0,,rna,SLC37A1,0.00048779027816840985,IntegratedGradients
Erlotinib,0,,rna,ITK,0.0004649819630238594,IntegratedGradients
Erlotinib,0,,rna,SMARCA1,0.00039848837360045706,IntegratedGradients
Erlotinib,0,,rna,GNG4,0.0013668888400180654,IntegratedGradients
Erlotinib,0,,rna,CSPG4,0.00043833866821457496,IntegratedGradients
Erlotinib,0,,rna,CLIP4,0.00042485297901919924,IntegratedGradients
Erlotinib,0,,rna,PKP2,0.0006869408145446732,IntegratedGradients
Erlotinib,0,,rna,CDH2,0.000992570580498489,IntegratedGradients
Erlotinib,0,,rna,FZD5,0.0009602239522042332,IntegratedGradients
Erlotinib,0,,rna,PLIN3,0.00039931474846771766,IntegratedGradients
Erlotinib,0,,rna,ANXA9,0.000537288311836689,IntegratedGradients
Erlotinib,0,,rna,TRAT1,0.000256546676457306,IntegratedGradients
Erlotinib,0,,rna,S1PR4,0.0003497137839073897,IntegratedGradients
Erlotinib,0,,rna,USH1C,0.0009310864999703343,IntegratedGradients
Erlotinib,0,,rna,CTDSPL,0.0008614439463638205,IntegratedGradients
Erlotinib,0,,rna,IER3,0.0005082368493894262,IntegratedGradients
Erlotinib,0,,rna,PLEKHG3,0.0003818323046401621,IntegratedGradients
Erlotinib,0,,rna,LCP1,0.0012699067454172974,IntegratedGradients
Erlotinib,0,,rna,CYB561,0.000656902083329788,IntegratedGradients
Erlotinib,0,,rna,SEMA3C,0.0008646314694556851,IntegratedGradients
Erlotinib,0,,rna,LMO2,0.0008800636372994747,IntegratedGradients
Erlotinib,0,,rna,LPP,0.0004993065925592118,IntegratedGradients
Erlotinib,0,,rna,GPRC5D,0.000175405948587353,IntegratedGradients
Erlotinib,0,,rna,MAPT,0.0007474927903312223,IntegratedGradients
Erlotinib,0,,rna,MRAS,0.0011334026130736291,IntegratedGradients
Erlotinib,0,,rna,HES1,0.00041772441355774953,IntegratedGradients
Erlotinib,0,,rna,ZBTB38,0.0003342989075208784,IntegratedGradients
Erlotinib,0,,rna,MFSD12,0.00041434625555670276,IntegratedGradients
Erlotinib,0,,rna,SYNC,0.0005321360376678902,IntegratedGradients
Erlotinib,0,,rna,ADORA2B,0.00048243900577578706,IntegratedGradients
Erlotinib,0,,rna,RIPOR2,0.0005692646013843836,IntegratedGradients
Erlotinib,0,,rna,BCAM,0.0004158951449030696,IntegratedGradients
Erlotinib,0,,rna,ADIRF,0.0007237472286742143,IntegratedGradients
Erlotinib,0,,rna,NQO1,0.0005499231907667933,IntegratedGradients
Erlotinib,0,,rna,FAP,0.0010139372932024874,IntegratedGradients
Erlotinib,0,,rna,P2RY2,0.000578612996793803,IntegratedGradients
Erlotinib,0,,rna,EVPL,0.0014697126337970198,IntegratedGradients
Erlotinib,0,,rna,BATF,0.0005460746105492269,IntegratedGradients
Erlotinib,0,,rna,ID1,0.00033651309976238106,IntegratedGradients
Erlotinib,0,,rna,CELF2,0.0010310055733189106,IntegratedGradients
Erlotinib,0,,rna,STX2,0.0009436976351115239,IntegratedGradients
Erlotinib,0,,rna,STK4,0.0007580904056331632,IntegratedGradients
Erlotinib,0,,rna,CST6,0.0012682149704562424,IntegratedGradients
Erlotinib,0,,rna,RMND5A,0.0004933657972021756,IntegratedGradients
Erlotinib,0,,rna,TBC1D16,0.0008719010816629689,IntegratedGradients
Erlotinib,0,,rna,TMPRSS2,0.0007183956806772587,IntegratedGradients
Erlotinib,0,,rna,NFIX,0.0006445378027151416,IntegratedGradients
Erlotinib,0,,rna,SH3YL1,0.001424676618097035,IntegratedGradients
Erlotinib,0,,rna,TRMT9B,0.000705976991919444,IntegratedGradients
Erlotinib,0,,rna,SGCB,0.0006320466962108939,IntegratedGradients
Erlotinib,0,,rna,CSRP2,0.0005673700785220676,IntegratedGradients
Erlotinib,0,,rna,PCBD1,0.0006294037546755567,IntegratedGradients
Erlotinib,0,,rna,NCS1,0.0022790334502410365,IntegratedGradients
Erlotinib,0,,rna,CDC42BPB,0.001094658535389867,IntegratedGradients
Erlotinib,0,,rna,TUBB2A,0.0007642879918412097,IntegratedGradients
Erlotinib,0,,rna,AHNAK2,0.0012848574375921022,IntegratedGradients
Erlotinib,0,,rna,NUP210,0.0004861998226516255,IntegratedGradients
Erlotinib,0,,rna,FRK,0.00047045681283834444,IntegratedGradients
Erlotinib,0,,rna,FN1,0.0005279090073160639,IntegratedGradients
Erlotinib,0,,rna,EFEMP1,0.001048354500447562,IntegratedGradients
Erlotinib,0,,rna,ALDH3B2,0.0003487943595983945,IntegratedGradients
Erlotinib,0,,rna,ELK3,0.00035787474673286125,IntegratedGradients
Erlotinib,0,,rna,GNAQ,0.0011679264521715553,IntegratedGradients
Erlotinib,0,,rna,COL18A1,0.0007655357906357414,IntegratedGradients
Erlotinib,0,,rna,GPA33,0.0002602526520590749,IntegratedGradients
Erlotinib,0,,rna,VCL,0.0010838245887515305,IntegratedGradients
Erlotinib,0,,rna,SNAP91,0.00042269375419095277,IntegratedGradients
Erlotinib,0,,rna,N4BP2L1,0.0005440495233587086,IntegratedGradients
Erlotinib,0,,rna,MYO5A,0.0007585587895832678,IntegratedGradients
Erlotinib,0,,rna,DOCK10,0.0004984616911435293,IntegratedGradients
Erlotinib,0,,rna,GRAP2,0.0002609028039559562,IntegratedGradients
Erlotinib,0,,rna,CD79B,0.0005327476500462459,IntegratedGradients
Erlotinib,0,,rna,BTG2,0.0006298456089263389,IntegratedGradients
Erlotinib,0,,rna,MRC2,0.0003713736995688904,IntegratedGradients
Erlotinib,0,,rna,MT2A,0.0004218051304508443,IntegratedGradients
Erlotinib,0,,rna,BCL2A1,0.0005934242002365032,IntegratedGradients
Erlotinib,0,,rna,TMC6,0.0009913392530250323,IntegratedGradients
Erlotinib,0,,rna,KRT13,0.00036079204445917714,IntegratedGradients
Erlotinib,0,,rna,HTRA1,0.0005668465438627625,IntegratedGradients
Erlotinib,0,,rna,TEAD3,0.0004997148283037824,IntegratedGradients
Erlotinib,0,,rna,MLC1,0.0004399780692275557,IntegratedGradients
Erlotinib,0,,rna,TIMP1,0.0004704586989456483,IntegratedGradients
Erlotinib,0,,rna,PLEKHG6,0.0006494732301727363,IntegratedGradients
Erlotinib,0,,rna,TCF7L2,0.0007176682207287499,IntegratedGradients
Erlotinib,0,,rna,NTM,0.0005004510386078226,IntegratedGradients
Erlotinib,0,,rna,CD44,0.0005620582128998299,IntegratedGradients
Erlotinib,0,,rna,P2RY10,0.0004001272813659736,IntegratedGradients
Erlotinib,0,,rna,GIPC1,0.0006377848236867968,IntegratedGradients
Erlotinib,0,,rna,CTSV,0.0023604036309982654,IntegratedGradients
Erlotinib,0,,rna,KIF5C,0.000441191532895678,IntegratedGradients
Erlotinib,0,,rna,CTSE,0.000456458191299659,IntegratedGradients
Erlotinib,0,,rna,AICDA,0.00014255391085616704,IntegratedGradients
Erlotinib,0,,rna,TFR2,0.0005208218191123384,IntegratedGradients
Erlotinib,0,,rna,AKAP1,0.0006889215614226932,IntegratedGradients
Erlotinib,0,,rna,SRGN,0.0004355059987291955,IntegratedGradients
Erlotinib,0,,rna,RHOF,0.0006043442137592711,IntegratedGradients
Erlotinib,0,,rna,DSG2,0.0006711893665914604,IntegratedGradients
Erlotinib,0,,rna,FGF2,0.00041957233267272953,IntegratedGradients
Erlotinib,0,,rna,FGD6,0.000716352974793721,IntegratedGradients
Erlotinib,0,,rna,BCL2,0.0003785560784720942,IntegratedGradients
Erlotinib,0,,rna,GRTP1,0.0011751375017072215,IntegratedGradients
Erlotinib,0,,rna,BMP1,0.0006008647516566981,IntegratedGradients
Erlotinib,0,,rna,LYPD3,0.00043094758895173096,IntegratedGradients
Erlotinib,0,,rna,UBASH3A,0.00043180223054065873,IntegratedGradients
Erlotinib,0,,rna,ARL14,0.0009547936501755678,IntegratedGradients
Erlotinib,0,,rna,NLRP3,0.00039001979115732056,IntegratedGradients
Erlotinib,0,,rna,SGK2,0.00033322560620235555,IntegratedGradients
Erlotinib,0,,rna,FOSL2,0.0008712151724873185,IntegratedGradients
Erlotinib,0,,rna,PROCR,0.000726134267722483,IntegratedGradients
Erlotinib,0,,rna,APP,0.0003803922291731348,IntegratedGradients
Erlotinib,0,,rna,CDH11,0.00042316027453705347,IntegratedGradients
Erlotinib,0,,rna,TRIM2,0.00041162639562431283,IntegratedGradients
Erlotinib,0,,rna,DSC2,0.0005897940961436252,IntegratedGradients
Erlotinib,0,,rna,RASSF2,0.0007922348451474011,IntegratedGradients
Erlotinib,0,,rna,KCNAB2,0.00036384984843497616,IntegratedGradients
Erlotinib,0,,rna,MGAT4A,0.000723945781979932,IntegratedGradients
Erlotinib,0,,rna,TRAM2,0.0005959441821455626,IntegratedGradients
Erlotinib,0,,rna,RAB11FIP5,0.001316693858863843,IntegratedGradients
Erlotinib,0,,rna,QKI,0.0004590980854816412,IntegratedGradients
Erlotinib,0,,rna,EDNRB,0.00046531936606433527,IntegratedGradients
Erlotinib,0,,rna,ZBTB32,0.0005666966663071565,IntegratedGradients
Erlotinib,0,,rna,ALDH1A3,0.0006381669795411744,IntegratedGradients
Erlotinib,0,,rna,PRDM1,0.00034349091662653797,IntegratedGradients
Erlotinib,0,,rna,HOOK2,0.0005247595115314822,IntegratedGradients
Erlotinib,0,,rna,BCAS4,0.0005493782199773758,IntegratedGradients
Erlotinib,0,,rna,HSPB6,0.0004120023350474048,IntegratedGradients
Erlotinib,0,,rna,LHFPL6,0.0009920488255956055,IntegratedGradients
Erlotinib,0,,rna,KIAA0040,0.0003484240470978627,IntegratedGradients
Erlotinib,0,,rna,FLT3,0.0002782532655815612,IntegratedGradients
Erlotinib,0,,rna,RGS13,0.00045263920507290084,IntegratedGradients
Erlotinib,0,,rna,MYO6,0.0009170318549778625,IntegratedGradients
Erlotinib,0,,rna,NR0B2,0.000262734045822288,IntegratedGradients
Erlotinib,0,,rna,FAT1,0.0009756392928740185,IntegratedGradients
Erlotinib,0,,rna,ARSJ,0.001292861571856259,IntegratedGradients
Erlotinib,0,,rna,TNS3,0.0008429182988904979,IntegratedGradients
Erlotinib,0,,rna,LDLRAD4,0.0003409732126014363,IntegratedGradients
Erlotinib,0,,rna,PALLD,0.0006335973660792395,IntegratedGradients
Erlotinib,0,,rna,RECK,0.000983019877302183,IntegratedGradients
Erlotinib,0,,rna,CSRNP3,0.0005999411218927626,IntegratedGradients
Erlotinib,0,,rna,PLPP2,0.0005222000997075193,IntegratedGradients
Erlotinib,0,,rna,NFATC3,0.0005279850475166125,IntegratedGradients
Erlotinib,0,,rna,TOX3,0.00044786126109656887,IntegratedGradients
Erlotinib,0,,rna,KNG1,0.0002258704970312639,IntegratedGradients
Erlotinib,0,,rna,C14orf132,0.000499854528617375,IntegratedGradients
Erlotinib,0,,rna,SELENBP1,0.0006189901344952158,IntegratedGradients
Erlotinib,0,,rna,EVL,0.0008234441759430692,IntegratedGradients
Erlotinib,0,,rna,LTBR,0.00042050896889485697,IntegratedGradients
Erlotinib,0,,rna,RBPMS,0.0007551836587679857,IntegratedGradients
Erlotinib,0,,rna,ASGR2,0.0004207196686465439,IntegratedGradients
Erlotinib,0,,rna,AFTPH,0.0008116590105723795,IntegratedGradients
Erlotinib,0,,rna,SP140,0.0003420445932696078,IntegratedGradients
Erlotinib,0,,rna,CD59,0.0009143059886519847,IntegratedGradients
Erlotinib,0,,rna,ITGB2,0.0003751491070949161,IntegratedGradients
Erlotinib,0,,rna,STXBP2,0.0005575912252495473,IntegratedGradients
Erlotinib,0,,rna,APLP1,0.0006395073924581127,IntegratedGradients
Erlotinib,0,,rna,APOH,0.0008460218431978076,IntegratedGradients
Erlotinib,0,,rna,COL5A2,0.0010314457518192882,IntegratedGradients
Erlotinib,0,,rna,TAL1,0.00024091761227500695,IntegratedGradients
Erlotinib,0,,rna,RAB32,0.0003907847021246916,IntegratedGradients
Erlotinib,0,,rna,LIMA1,0.0006053060207511912,IntegratedGradients
Erlotinib,0,,rna,TIMP3,0.0010756693954528927,IntegratedGradients
Erlotinib,0,,rna,UGCG,0.001419120867621635,IntegratedGradients
Erlotinib,0,,rna,SPATS2L,0.0004720708899997568,IntegratedGradients
Erlotinib,0,,rna,AHR,0.0003515801494362423,IntegratedGradients
Erlotinib,0,,rna,COBL,0.0008080403162650738,IntegratedGradients
Erlotinib,0,,rna,PTPN3,0.0010800845850404274,IntegratedGradients
Erlotinib,0,,rna,PTGES,0.00041231704171963186,IntegratedGradients
Erlotinib,0,,rna,PLCL2,0.0005185395496594304,IntegratedGradients
Erlotinib,0,,rna,FOXA2,0.0008356413097227697,IntegratedGradients
Erlotinib,0,,rna,CD9,0.0005753288214906722,IntegratedGradients
Erlotinib,0,,rna,BDNF,0.00092613232414568,IntegratedGradients
Erlotinib,0,,rna,SERPINH1,0.0005656020461553732,IntegratedGradients
Erlotinib,0,,rna,ARHGAP29,0.0004734589703790856,IntegratedGradients
Erlotinib,0,,rna,CREB3L1,0.0007062478461411438,IntegratedGradients
Erlotinib,0,,rna,RAB31,0.0007569853989706894,IntegratedGradients
Erlotinib,0,,rna,LUM,0.0006082793671427039,IntegratedGradients
Erlotinib,0,,rna,LRRC49,0.0013214251467729607,IntegratedGradients
Erlotinib,0,,rna,YES1,0.0003569605931922131,IntegratedGradients
Erlotinib,0,,rna,TNFAIP8,0.0007207292261724289,IntegratedGradients
Erlotinib,0,,rna,ZYX,0.0006505611529426049,IntegratedGradients
Erlotinib,0,,rna,CEBPD,0.000830209551411561,IntegratedGradients
Erlotinib,0,,rna,LY96,0.0004716485735746025,IntegratedGradients
Erlotinib,0,,rna,GLI3,0.0007358180972667581,IntegratedGradients
Erlotinib,0,,rna,SPR,0.00048175697530011016,IntegratedGradients
Erlotinib,0,,rna,PLOD3,0.0006824910737226398,IntegratedGradients
Erlotinib,0,,rna,LGMN,0.0002517881861212589,IntegratedGradients
Erlotinib,0,,rna,ADGRG1,0.0006011030021172038,IntegratedGradients
Erlotinib,0,,rna,ELAVL1,0.0007259498630882497,IntegratedGradients
Erlotinib,0,,rna,TRIM15,0.0007356488586550734,IntegratedGradients
Erlotinib,0,,rna,CTSS,0.000755881002188337,IntegratedGradients
Erlotinib,0,,rna,TBC1D30,0.0013262440290837793,IntegratedGradients
Erlotinib,0,,rna,ENG,0.000517656253057206,IntegratedGradients
Erlotinib,0,,rna,IL16,0.0004326745898233563,IntegratedGradients
Erlotinib,0,,rna,ADAMTS2,0.00043233326128322566,IntegratedGradients
Erlotinib,0,,rna,REL,0.0007635842890453808,IntegratedGradients
Erlotinib,0,,rna,RAB23,0.0008557330170299161,IntegratedGradients
Erlotinib,0,,rna,CD33,0.00037773085572148657,IntegratedGradients
Erlotinib,0,,rna,THY1,0.0004009266621206327,IntegratedGradients
Erlotinib,0,,rna,LRRC8E,0.001847698298297979,IntegratedGradients
Erlotinib,0,,rna,CDK5R1,0.0005035445420964251,IntegratedGradients
Erlotinib,0,,rna,PTPN12,0.0008150088474790239,IntegratedGradients
Erlotinib,0,,rna,GAB1,0.00103263619741035,IntegratedGradients
Erlotinib,0,,rna,DENND4A,0.0008285044406038571,IntegratedGradients
Erlotinib,0,,rna,CITED1,0.0011017116625458847,IntegratedGradients
Erlotinib,0,,rna,RPS6KA1,0.00046734037341487303,IntegratedGradients
Erlotinib,0,,rna,TFAP2C,0.0011831045282629524,IntegratedGradients
Erlotinib,0,,rna,IL7R,0.0008855946432129369,IntegratedGradients
Erlotinib,0,,rna,CDH13,0.0006202556413664019,IntegratedGradients
Erlotinib,0,,rna,ERG,0.0007557593072467361,IntegratedGradients
Erlotinib,0,,rna,IL2RB,0.000298367533943994,IntegratedGradients
Erlotinib,0,,rna,PLEC,0.0007761513125916894,IntegratedGradients
Erlotinib,0,,rna,SLC44A4,0.0008254986831258584,IntegratedGradients
Erlotinib,0,,rna,KLK6,0.0008929905005614187,IntegratedGradients
Erlotinib,0,,rna,BCL11B,0.0003397841923593726,IntegratedGradients
