,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84
HEC-151,0.8414485,-0.6550546,-1.07021,0.5979599,-1.1668708,0.2610961,-1.1668483,0.51111424,1.0695817,0.009524492,0.3139351,0.06832132,-0.11095192,-0.13936532,1.2752548,1.4798204,-0.59784317,-0.8117153,0.21319212,-0.3400298,0.6153192,0.8152417,0.3615585,-0.84062475,0.3148495,-0.72002167,-0.01951224,-0.87381583,1.2180955,-0.56869864,-0.21109761,0.20292236,0.8800496,-0.0018910812,1.1090778,1.2365354,1.0469087,0.87738365,-0.25031468,-0.64147925,-1.2359619,0.48827043,0.8021222,-0.5098223,-1.1882944,-0.33258623,-1.8904159,0.92599076,-0.07215714,0.9420132,0.14264293,-0.26392794,0.16713148,-0.07718908,0.4937789,-0.5779673,1.042164,-0.9410283,-1.073744,0.9198243,-0.6669274,-0.9126173,-0.8074585,-1.015586,-1.357328,0.35861537,-0.4940409,0.33515182,-0.24407658,-0.2406735,-0.9344593,-0.9473452,-0.47539866,-0.43181667,-0.71156913,1.4587547,0.06276966,0.039345812,-0.37643385,0.8461381,0.31009543,-0.50527936,-0.8337645,0.0030569716,-0.12286282
PaTu 8988s,0.06450046,0.58045626,0.05355545,-0.13368466,-0.43813166,-0.40570718,-0.27745944,-0.52453375,-0.5554356,-0.0347257,-0.6348928,-0.041571938,0.38530308,-0.2515628,0.14985931,0.0009614019,-0.33075765,-0.21577376,0.07481022,0.40987033,0.57593745,-0.6983229,-0.4013473,0.16982733,0.66255957,-0.06346548,-0.35233188,-0.52302545,-0.12757686,0.23105225,-0.07575738,0.0680573,0.093970984,-0.11887735,-0.5857472,0.13671781,0.26882324,-0.04937748,-0.42462447,-0.5388992,0.07923561,0.9800273,-0.010154443,0.16256882,-0.3693132,-0.1993005,0.09601565,-0.4479998,0.2507095,0.36280546,-0.670949,0.20189984,-0.3750997,-0.51027006,-0.39632162,-0.18132934,-0.11355299,0.033209324,-0.31013647,0.37106484,-0.03463486,0.41315112,1.0259918,-0.26593482,0.14071237,0.4197401,0.13384631,0.20736857,0.7477469,-0.21271083,0.030669875,-0.19612959,-0.41820976,-0.09554042,-0.16239287,0.33995527,0.46745092,0.38441893,0.8589822,0.1351799,-0.6457854,-0.027336536,0.24360187,-0.003299288,0.31226805
A-253,0.44504392,0.055517916,-0.21592452,-0.010861709,-0.12713861,0.11641344,-0.6122951,0.33310416,0.2829607,0.061694656,0.45708728,-0.33180127,-0.17990285,-0.30047184,0.2942198,0.58883566,-0.13586865,-0.40024507,0.34939426,-0.19462468,0.9951393,0.45652232,0.20064941,-0.20507416,-0.28755423,-0.35631552,0.60100055,-0.52620465,1.0440117,-0.68604255,0.29535523,0.3766758,0.4758539,-0.16667083,0.1318759,0.6777497,0.29479292,0.41405037,-0.1665935,-0.08409947,-0.63374996,0.646752,0.43490118,-0.50006074,-0.5967739,0.060045276,-0.5436742,0.47462934,-0.6194321,0.38602802,0.0027068593,0.03449997,0.08541208,0.34548888,0.61949164,-0.11213353,0.7762172,-0.4085615,-0.74284226,0.21048553,-0.2979587,-0.7209852,-0.14776212,-0.64241135,-0.6126706,0.41169304,-0.15778342,-0.10674918,-0.1067121,-0.25369093,-0.38400245,-0.9294512,-0.031481937,0.040268704,-0.061211057,0.093907066,-0.12211974,0.013829841,-0.54725945,0.8105594,0.5115989,0.1889284,0.10408124,0.027146136,-0.34082466
KYSE-140,0.2912285,0.106938355,0.18242036,-0.1572306,0.35015076,-0.24910544,-0.35284793,-0.02316742,-0.46407264,-0.165214,0.013138336,-0.16308631,0.11229268,-0.3018015,0.022431705,-0.25088018,-0.27238825,-0.43525413,0.17773367,-0.15125015,0.6023343,-0.0066562095,0.12663776,0.28756714,-0.113653734,-0.3335479,0.13341397,-0.026707461,0.32951385,-0.23927687,-0.03956355,0.047608636,-0.13048327,0.15405142,-0.1871522,0.27687165,0.052834254,0.10588519,-0.15482803,0.1174919,0.11747876,0.2572589,-0.15746316,0.18540338,0.03944117,0.2154625,0.4282377,-0.007853978,-0.4817234,-0.043639347,-0.113509715,-0.21508738,-0.28818876,0.17917103,0.0778083,0.09502354,0.21431667,0.0038937028,-0.021939542,0.009448352,0.095394425,0.010490882,0.4488349,-0.03945886,0.026538769,0.25679088,0.09494354,-0.021309672,0.007912292,-0.12574428,0.15540814,-0.5258461,0.17193703,0.06982659,0.12974373,-0.20763713,0.104227975,0.13067628,-0.041070253,0.4016464,0.13274866,0.47244868,0.22089867,0.045547336,-0.12644999
TYK-nu,0.37374237,0.09549562,0.16870113,-0.13882208,0.31656107,-0.22591628,-0.3463503,-0.07645522,-0.34204572,-0.15649357,0.07004425,-0.18633805,0.09311958,-0.29182112,0.00902823,-0.22540529,-0.2906813,-0.41097438,0.17154513,-0.19987355,0.5919226,-0.019714886,0.09185046,0.26377916,-0.19260454,-0.31169656,0.15252234,-0.010984944,0.31467125,-0.27481946,-0.09558546,-0.01774174,-0.10145718,0.20370816,-0.21761765,0.2673889,0.05136488,0.14216448,-0.15877075,0.15179211,0.11831142,0.28367874,-0.15359697,0.2540603,0.06166552,0.24369386,0.47981346,0.0005219797,-0.4449283,-0.030133171,-0.15662318,-0.19257161,-0.25168872,0.1287026,0.04354633,0.1440318,0.27338493,0.01630339,-0.025108643,-0.014467352,0.09573016,-0.01896539,0.54051507,0.009316614,0.05971178,0.2887707,0.14838216,-0.0339279,-0.01710014,-0.10853433,0.16197284,-0.552238,0.14972484,0.031001769,0.17624274,-0.20879465,0.11054716,0.13136989,-0.011764354,0.44048977,0.15748653,0.4841934,0.25514174,0.023266174,-0.1917797
KNS-60,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
COV504,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
SNU-C4,0.9731121,-0.7402709,-1.0533078,0.34328535,-1.0060354,0.25619128,-1.2124234,0.41962293,1.1820914,0.12023762,0.31625822,0.07837081,-0.14925908,-0.058663733,1.1034304,1.2712653,-0.55633765,-0.9417304,0.23269579,-0.4713857,0.542504,0.82267326,0.33115453,-0.5782804,-0.014735499,-0.6724561,0.27139527,-0.5996273,1.44118,-0.7257054,-0.46075147,0.10995207,0.9333832,0.27179557,1.1881139,1.0860828,1.1220486,0.86305606,-0.11828813,-0.50927013,-1.1837118,0.34530032,0.6192422,-0.57385355,-0.9753889,-0.06819273,-1.5706835,1.1132895,-0.2750281,0.79038423,0.4062684,-0.06361992,0.29244158,-0.14838992,0.69032025,-0.49663126,0.9816167,-0.7285522,-0.92554176,0.88508534,-0.58387756,-1.0023046,-0.8216956,-0.7970663,-1.2381742,0.3215848,-0.59360844,0.39904985,-0.16669396,-0.51577765,-0.93509865,-1.0525447,-0.41544852,-0.47592613,-0.8938117,1.1849732,0.098340996,-0.17246574,-0.7471603,0.90228134,0.5480997,-0.2942644,-0.92741275,0.105799645,-0.29589283
VMRC-LCD,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
SK-MEL-1,0.3113472,-0.17675199,-0.047520846,0.47532448,-0.6622518,-0.6931183,-0.49739924,-0.24566932,-0.041156072,0.0012798778,-0.4040403,-0.0066219373,0.4221815,0.052691653,0.3344455,0.10826763,-0.88173777,-0.12858927,-0.05939071,0.31934968,-0.034432936,0.16669206,0.26584452,0.03278396,0.6979762,-0.42677063,-0.74679315,-0.02368301,0.049329672,0.16458775,-0.027513504,-0.42580953,-0.4357554,0.29000202,0.22376843,0.562588,0.22328037,0.6639253,-0.3246082,-0.34177595,-0.6105076,0.52557623,-0.16729723,0.7041438,-0.11962848,-0.15186477,-0.3813253,0.1645024,0.20192038,0.5439938,-0.19386543,-0.6746702,0.09795237,-0.51301056,-0.21844353,-0.1324534,-0.03495233,-0.30447623,0.000774213,0.34454158,0.1276216,0.15953457,0.87582767,-0.07970124,-0.18775807,0.45096764,0.12283998,0.010560538,-0.11502977,0.3520293,0.060593475,-0.41948497,-0.072866365,-0.3650944,-0.30604976,0.69488674,-0.13540518,0.25269166,0.69895655,-0.038167078,-0.6783575,-0.19313927,-0.26592684,-0.26029783,0.06319881
WM793,0.34940583,-0.21407804,-0.46215877,0.47679627,-1.0400842,-0.28943366,-0.8620789,0.45060426,0.72751474,0.3430032,0.011173837,-0.13612355,0.11196831,0.08995686,0.7641436,1.0824636,-0.5690935,-0.10981765,0.063877806,0.17685413,0.31529757,0.7633437,0.47198844,-0.71219856,0.35622716,-0.18369658,-0.05144518,-0.45765767,0.7516237,-0.32578045,0.23824465,-0.14950477,0.243719,0.08651326,0.53479284,0.7332506,0.73421365,1.070491,-0.3806643,-0.3273837,-1.3180909,0.72465026,0.71274763,-0.27933392,-0.8273861,0.023693731,-1.4871235,0.6937399,0.12653404,0.81748265,0.044653386,-0.2474932,0.33220425,-0.10684169,0.42301607,-0.2974593,0.5349296,-0.559771,-0.5259434,0.4036316,-0.26128247,-0.3734644,-0.13365613,-0.58130777,-1.0200378,0.5641082,-0.40358198,0.06342241,-0.46170238,0.29242358,-0.6053579,-0.937762,-0.13491167,-0.09215991,-0.37404308,0.9492199,-0.4520407,-0.093907855,-0.05082595,0.4471042,-0.241323,-0.31710765,-0.55476665,-0.5457501,-0.29786715
NCI-H2110,0.2968167,0.13755822,0.1954106,-0.13679783,0.30247006,-0.2559012,-0.36295113,-0.081212215,-0.42041242,-0.14954229,0.024647353,-0.13200614,0.08952539,-0.31061986,-0.03299405,-0.18162094,-0.2638633,-0.4215333,0.17226078,-0.20319368,0.61399245,0.0073187067,0.03242794,0.23678337,-0.19495285,-0.3035637,0.21672946,-0.007900739,0.2875901,-0.25222605,-0.06790591,-0.005785164,-0.12043785,0.17827633,-0.14311293,0.27437028,0.025367916,0.07862975,-0.14880057,0.16502142,0.1305319,0.27831638,-0.13121419,0.20824133,0.09277654,0.29859808,0.49473715,0.05486858,-0.45917234,-0.008437158,-0.13398486,-0.124756016,-0.2378265,0.15243788,0.060597997,0.16940261,0.2285017,-0.0133293625,-0.06905817,0.04018764,0.08537593,-0.00047595493,0.50041354,0.011808565,0.021464812,0.281915,0.11252139,-0.04660425,0.05249107,-0.11487781,0.17571127,-0.50449276,0.15615657,0.028099973,0.19516815,-0.22792237,0.104983345,0.13531893,-0.014367438,0.40716562,0.16029605,0.40959936,0.2506805,0.049999777,-0.15420477
NCI-H2227,0.34640577,-0.22999758,-0.13199411,0.04773507,-0.35483116,-0.63293034,-0.59892696,0.008315977,0.074056804,0.18395424,-0.3813161,0.0015621978,0.41238606,0.13237122,0.410319,-0.03128566,-0.6572121,-0.27613837,-0.07760351,0.1204734,-0.19313689,0.26072028,0.45201278,0.041014206,0.20173247,-0.076535605,-0.28977206,0.27655682,0.23527968,-0.034820717,-0.3232421,-0.52638936,-0.3152927,0.6303796,0.30443186,0.18499224,0.58046746,0.7050326,-0.23409411,-0.04228848,-0.48160094,0.15990207,-0.0875564,0.30896392,-0.03071248,0.49002627,-0.2276958,0.4232506,0.05577463,0.24421467,0.2172792,-0.34592903,0.012730348,-0.30493844,0.06998234,-0.038136944,-0.0604401,0.09651351,0.32553145,0.23327897,0.14982566,0.19340087,0.49975616,0.2323815,-0.28971094,0.36336565,-0.32234976,0.21510823,-0.26721907,0.15043664,-0.20366135,-0.5815195,0.12762491,-0.010440576,-0.3951733,0.39579144,-0.18298012,-0.15354685,0.13175151,0.12048022,-0.4167917,0.21177483,-0.5311635,-0.4387825,-0.25595438
Karpas-299,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
EJM,0.33563766,0.12007027,0.18819796,-0.13264732,0.33821574,-0.2515095,-0.35434517,-0.08776401,-0.41781223,-0.14212504,0.03722066,-0.20152447,0.099914424,-0.34105462,-0.024066573,-0.20130597,-0.25888228,-0.39036167,0.1492089,-0.18628825,0.5776404,-0.017923886,0.0631139,0.28751874,-0.20368245,-0.32017988,0.17448227,-0.01103461,0.3092731,-0.26179475,-0.06712843,-0.0016732183,-0.16728562,0.19370207,-0.1609811,0.2860649,0.07025598,0.09081203,-0.1432622,0.13893615,0.09519878,0.3007591,-0.14766304,0.19946629,0.07856752,0.2519224,0.4724775,0.0076354514,-0.4392404,0.0063058543,-0.1305811,-0.16178711,-0.23894492,0.16271006,0.08487902,0.17538518,0.23606113,0.014899343,-0.04568686,0.03351256,0.06822782,-0.03059049,0.49896815,0.011113098,0.031879816,0.29314205,0.10745471,-0.062349387,0.034325182,-0.08601297,0.15759541,-0.49579242,0.1589141,0.0651916,0.18109018,-0.23906828,0.0990574,0.14927302,-0.011364928,0.4327373,0.167478,0.43188155,0.29856357,0.0052502532,-0.15316212
CAL-120,0.2830626,0.09953258,0.11214758,-0.16024812,0.34784776,-0.246668,-0.29307988,-0.035379704,-0.47480637,-0.19994545,0.045553897,-0.2008505,0.031972248,-0.29426432,0.043918125,-0.14358476,-0.22318974,-0.42050904,0.111508995,-0.22331409,0.545785,0.013106451,0.06771521,0.26311213,-0.15737133,-0.28770787,0.2670078,-0.015922071,0.29371637,-0.24826618,-0.12448181,0.10080838,-0.13923989,0.1398094,-0.16547936,0.2792446,0.11256271,0.026870105,-0.063276626,0.13018744,0.010402191,0.2459488,-0.17709318,0.13804203,0.054460146,0.24836418,0.50162315,0.020227708,-0.41422477,0.0070641334,-0.14498849,-0.12905978,-0.22657573,0.1406514,0.053509515,0.09982419,0.2599844,-0.0022626151,-0.031870395,0.0048118713,0.13890521,-0.03449329,0.43818134,0.02408695,-0.05488487,0.19846274,0.08716382,0.02918297,-0.047526747,-0.09063179,0.13289523,-0.5034667,0.16077082,0.11226858,0.15271237,-0.25979418,0.12360353,0.15183666,-0.047953278,0.5101931,0.16097112,0.3649122,0.27715942,0.0692914,-0.16398156
SNU-81,0.6217484,-0.18736476,-1.3270459,-0.12102034,-1.1949929,0.22729747,-1.3195153,0.32569495,0.8146112,0.34205103,-0.21144682,0.048069444,0.30515692,0.08763635,1.3704288,0.98764974,-0.34564853,-0.9678007,0.27799237,0.050250668,0.5445971,0.31696796,0.15652837,-0.59212124,0.3786979,-0.13198315,0.021133807,-0.759715,1.0222716,-0.4197076,-0.4662696,0.015153057,1.178565,0.16069171,0.75200486,0.5719466,1.4004903,0.63673425,-0.32469302,-0.94161344,-0.92560786,0.6633194,0.8165405,-0.93418574,-1.4683983,0.22631696,-1.627694,0.9349047,0.21795952,0.9134637,0.23518856,0.4485851,-0.14191371,-0.41921282,0.4479197,-0.7289147,0.75694424,-0.24878655,-0.89764166,1.0802188,-0.56214035,-0.57957625,-0.63095367,-0.87053293,-1.0326272,0.28112823,-1.1632318,0.777978,0.32834333,-0.78778785,-1.346659,-0.7790399,-0.6487047,-0.042768583,-1.1185379,1.3138292,0.27720058,-0.34363008,-0.38114798,0.73393965,-0.037074085,-0.38016126,-1.1272385,-0.039531153,-0.29403767
KYSE-180,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
CGTH-W-1,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
MDA-MB-361,0.82708913,-0.08640025,-0.25329286,-0.083355114,0.0008213364,0.16130681,-0.6492062,0.0025803833,0.0010577795,-0.18030548,0.285901,0.058281083,0.034871753,-0.6472517,0.21589528,0.19813628,-0.20033857,-0.7364695,0.22514807,-0.64528006,0.8919419,0.0774787,-0.08413496,0.10124607,-0.2698466,-0.6730186,0.21408762,-0.19804662,0.6212833,-0.3874444,-0.22761355,0.17830472,0.25617936,0.20347852,0.31632966,0.6121405,0.38928318,0.11684296,-0.10058387,-0.24434869,0.010801736,0.18560784,0.050063785,-0.070439406,-0.13604018,0.071465254,-0.07631603,0.2940951,-0.47438183,0.16115136,0.066400625,-0.16450638,-0.34736544,0.001869731,0.25373346,0.12679915,0.62849504,-0.23672195,-0.4819214,0.5499406,-0.30462146,-0.514403,0.030476214,-0.38452208,-0.2732604,0.26829597,0.0016247907,0.13266565,0.35823676,-0.548937,-0.17425664,-0.61055666,-0.10738955,-0.2275824,-0.09861404,0.09470172,0.40859017,0.17556594,-0.30102316,0.7095353,0.52901936,0.28168184,0.07981788,0.34779733,0.07989165
NCI-H1436,0.2968167,0.13755822,0.1954106,-0.13679783,0.30247006,-0.2559012,-0.36295113,-0.081212215,-0.42041242,-0.14954229,0.024647353,-0.13200614,0.08952539,-0.31061986,-0.03299405,-0.18162094,-0.2638633,-0.4215333,0.17226078,-0.20319368,0.61399245,0.0073187067,0.03242794,0.23678337,-0.19495285,-0.3035637,0.21672946,-0.007900739,0.2875901,-0.25222605,-0.06790591,-0.005785164,-0.12043785,0.17827633,-0.14311293,0.27437028,0.025367916,0.07862975,-0.14880057,0.16502142,0.1305319,0.27831638,-0.13121419,0.20824133,0.09277654,0.29859808,0.49473715,0.05486858,-0.45917234,-0.008437158,-0.13398486,-0.124756016,-0.2378265,0.15243788,0.060597997,0.16940261,0.2285017,-0.0133293625,-0.06905817,0.04018764,0.08537593,-0.00047595493,0.50041354,0.011808565,0.021464812,0.281915,0.11252139,-0.04660425,0.05249107,-0.11487781,0.17571127,-0.50449276,0.15615657,0.028099973,0.19516815,-0.22792237,0.104983345,0.13531893,-0.014367438,0.40716562,0.16029605,0.40959936,0.2506805,0.049999777,-0.15420477
KOPN-8,0.06578509,0.55348516,-0.05905592,-0.5390901,-0.109388866,-0.32946756,-0.39541754,-0.29214966,-0.4774942,0.14714657,-0.59885365,-0.01624632,0.39498433,-0.15235439,0.2796596,-0.14380568,-0.07812507,-0.41051778,0.073565856,0.24757624,0.394917,-0.5959318,-0.21191019,0.17202452,0.149166,0.31297082,0.067072585,-0.22233675,0.03413901,0.016030878,-0.34825027,-0.043674067,0.21779448,0.17559831,-0.4755738,-0.21098481,0.57882804,-0.0020012755,-0.3050502,-0.23482434,0.24101588,0.5980678,0.055635437,-0.2521535,-0.30352053,0.48336306,0.2679565,-0.13852486,0.11562596,0.056513324,-0.2459375,0.5044548,-0.49641517,-0.2751397,-0.12014506,-0.090335056,-0.1296789,0.4083771,0.010224541,0.30146852,-0.03638059,0.42847282,0.672709,0.0081607755,0.043767426,0.29351896,-0.3581977,0.40041673,0.57102114,-0.39481208,-0.27695385,-0.32028627,-0.24322082,0.27614143,-0.26061437,0.07868275,0.41892195,-0.006396972,0.32751614,0.27913934,-0.41961592,0.36394557,-0.03823279,-0.18616092,-0.037510812
